popularity,budget,revenue,runtime,release_date,vote_count,vote_average
0.521071,17700000,30987695,91,2001-04-10,122,5.5
0.510452,50000000,79958599,101,2001-03-13,52,5.0
0.5098779999999989,21000000,28008462,109,2001-02-11,45,5.7
0.49961099999999997,40000000,65754228,119,2001-02-16,157,6.5
0.499301,12000000,31155435,93,2001-12-21,126,6.5
0.493288,11000000,23430766,95,2001-03-30,37,4.8
0.472538,72000000,37317558,152,2001-12-21,82,6.5
0.471789,62000000,18720175,125,2001-02-23,85,5.4
0.467091,100000,490475,86,2001-01-26,28,6.6
0.453846,2079000,4099000,183,2001-07-24,32,7.3
0.451722,28000000,14010832,98,2001-08-24,135,4.6
0.447612,22000000,19351569,90,2001-02-09,75,5.2
0.44392299999999996,48000000,35743308,132,2001-10-19,54,6.4
0.439101,75000000,13596911,95,2001-08-07,128,5.6
0.42129300000000003,14000000,10424470,86,2001-02-02,43,5.3
0.414311,38000000,207283925,106,2001-06-22,2505,6.4
0.40848,6000000,705308,96,2001-05-18,30,5.7
0.405522,13000000,91038276,112,2001-01-12,194,6.4
0.386262,35000000,147934180,88,2001-03-18,467,5.5
0.38279,35000000,29400000,123,2001-01-09,84,6.1
0.381751,75000000,67631903,123,2001-10-12,173,6.1
0.380227,22000000,84772742,84,2001-06-01,145,4.5
0.37985599999999997,15000000,12000000,92,2001-09-07,46,5.7
0.541416,13000000,16929123,99,2001-06-29,57,6.6
0.20867,94000000,54744738,116,2001-04-27,90,4.8
0.348262,24000000,14782676,89,2001-11-21,28,6.1
0.328665,35000000,13678913,94,2001-08-17,26,5.8
0.324227,87000000,351692268,131,2001-02-08,772,6.3
0.323191,75000000,54249294,89,2001-10-30,50,5.4
0.501163,10000000,44460850,83,2001-01-27,42,6.5
0.299969,34000000,19693891,108,2001-08-22,35,4.8
0.274314,5000000,295206,97,2001-07-27,163,6.5
0.353327,1500000,416925,98,2001-01-19,78,6.8
0.269944,12000000,17292381,86,2001-10-05,18,5.3
0.263042,75000000,5409517,93,2001-02-23,37,4.0
0.251798,250000,4186931,91,2001-08-31,10,6.3
0.239869,11000000,23978402,86,2001-10-12,20,4.4
0.167033,93000000,368780809,92,2001-07-18,1366,5.6
0.20688,57000000,62112895,131,2001-08-17,67,5.6
0.195196,1000000,10013424,97,2001-04-21,22,5.9
0.19156600000000001,40000000,27053815,104,2001-09-07,32,5.1
0.189393,7000000,3646994,114,2001-08-03,19,5.7
0.18500899999999998,700000,1667192,97,2001-01-20,13,5.2
0.164669,6000000,2025238,95,2001-11-23,12,5.9
0.26321,11000000,13276953,81,2001-01-24,31,5.4
0.148963,10000000,7316658,96,2001-10-24,17,4.0
0.12891,7000000,10229331,93,2001-11-16,15,5.6
0.128169,15000000,163169,111,2001-05-11,10,3.7
0.126065,5000000,5476060,94,2001-07-13,19,5.8
0.089976,16000000,29381649,130,2001-06-27,29,7.4
8.46666799999999,185000000,1001921825,152,2008-07-16,8432,8.1
5.678119000000001,180000000,521311860,98,2008-06-22,4209,7.6
4.977955000000001,140000000,585174222,126,2008-04-30,6220,7.3
3.647612,25000000,226830568,93,2008-02-18,3075,7.2
3.16167,185000000,786636033,122,2008-05-21,1537,5.6
3.1076650000000003,37000000,392616625,122,2008-11-20,2013,5.8
3.0866759999999998,200000000,586090727,106,2008-10-30,2149,6.0
3.036644,130000000,631744560,90,2008-06-04,1938,6.8
2.90047,19000000,18755936,109,2008-10-16,167,5.9
2.543535,52000000,609841637,108,2008-06-30,805,6.2
2.5373419999999998,150000000,333932083,166,2008-11-24,1899,7.2
2.5113939999999997,145000000,401128639,112,2008-07-01,826,5.1
2.349544,150000000,163712074,114,2008-06-12,1868,6.1
2.2453060000000002,33000000,269958228,116,2008-12-09,1809,7.6
2.217084,150000000,603900354,89,2008-10-30,1147,6.1
2.188028,85000000,160388063,120,2008-07-11,927,6.4
2.017536,85000000,222231186,88,2008-02-10,1082,5.9
1.996757,45000000,101702060,93,2008-07-10,704,5.7
1.982998,75000000,258270008,110,2008-06-12,1670,6.3
1.929591,15000000,377910544,120,2008-05-12,1547,7.5
1.886872,30000000,108979549,104,2008-11-26,719,5.9
1.8451650000000002,75000000,200276000,121,2008-12-25,725,6.6
1.841839,105000000,266000000,109,2008-02-22,586,5.2
1.800286,150000000,624029371,92,2008-07-01,1764,6.0
1.742288,15000000,42000000,131,2008-10-10,1207,7.2
1.682909,35000000,170000000,99,2008-05-07,573,5.8
1.6283450000000002,225000000,419651413,150,2008-05-15,891,6.1
1.622426,92000000,188072649,107,2008-08-09,970,6.4
1.611632,80000000,178066569,118,2008-09-25,645,6.2
1.6106200000000002,12500000,20416563,94,2008-05-07,746,7.6
1.605544,50000000,113244290,92,2008-01-24,570,6.2
1.5830790000000001,45000000,73762516,105,2008-08-22,743,5.9
1.561177,23000000,150816700,98,2008-02-14,369,6.4
1.559851,80000000,233093859,103,2008-12-10,585,5.1
1.531599,55000000,168167691,123,2008-12-18,1235,7.4
1.499784,25000000,170764026,85,2008-01-15,1373,6.4
1.480497,150000000,309979994,96,2008-11-20,1119,6.3
1.4759879999999999,30000000,105173115,111,2008-04-17,750,6.3
1.468543,130000000,49554002,165,2008-11-18,411,6.3
1.462377,70000000,225990978,104,2008-12-09,1032,6.3
1.462242,60000000,244082376,115,2008-12-25,820,6.8
1.446456,70000000,113280098,128,2008-10-10,530,6.5
1.435434,37000000,163720069,96,2008-09-05,738,6.3
1.400898,30000000,160259319,111,2008-01-10,610,6.1
1.380024,60000000,57490374,106,2008-12-11,302,5.8
1.3772389999999999,35000000,69823199,123,2008-03-27,907,6.5
1.354387,20000000,64822796,112,2008-02-28,413,6.4
1.351237,65000000,128107642,98,2008-07-25,678,6.6
1.34132,70000000,111231041,112,2008-02-07,281,5.3
1.300453,20000000,41627431,115,2008-03-04,276,6.5
1.273395,27000000,101624843,111,2008-08-06,719,6.6
1.254928,6000000,44703995,109,2008-09-07,539,7.0
1.22837,80000000,212874442,99,2008-12-24,599,5.8
1.210534,20500000,10089373,102,2008-12-05,147,5.5
1.172718,35000000,85416905,100,2008-10-16,359,5.3
1.169851,35000000,72436439,110,2008-08-15,238,6.0
1.14205499999999,40000000,151161491,90,2008-02-01,455,6.2
1.133017,24000000,42105111,102,2008-09-18,439,6.0
1.1214870000000001,80000000,230685453,110,2008-06-19,637,5.9
1.1034680000000001,28000000,92380927,99,2008-02-03,328,6.3
1.0647659999999999,70000000,72108608,101,2008-08-20,436,5.4
1.054819,15000000,32002538,107,2008-02-08,794,7.3
1.043504,55000000,113020255,141,2008-01-30,642,7.1
1.019335,90000000,162839667,95,2008-02-14,276,6.2
1.01377,12000000,43493123,107,2008-04-25,317,6.0
0.9568399999999999,20000000,65569869,109,2008-04-10,173,6.2
0.951793,9000000,32973937,89,2008-10-03,213,6.4
0.943042,80000000,163733697,88,2008-11-26,221,5.3
0.9385549999999999,7000000,8900000,97,2008-03-11,106,6.8
0.931752,25000000,70442940,97,2008-08-22,299,5.6
0.900342,8500000,68282844,98,2008-08-05,261,6.0
0.892309,10800000,113857533,92,2008-10-23,437,5.9
0.885215,62000000,41819064,87,2008-06-20,144,4.5
0.879116,120000000,93945766,135,2008-05-09,194,5.6
0.866771,15000000,96408652,96,2008-08-15,563,6.7
0.8651049999999989,85000000,297138014,88,2008-03-03,558,6.2
0.826564,55000000,127906624,104,2008-04-18,243,6.2
0.822759,60000000,73174566,101,2008-09-11,195,5.8
0.8027850000000001,15000000,5926410,111,2008-01-18,71,6.3
0.798582,22000000,23530831,114,2008-08-23,98,6.2
0.787623,90000000,201596308,113,2008-06-05,606,5.6
0.7859510000000001,32000000,51155219,137,2008-12-31,344,6.6
0.774511,35000000,32483410,101,2008-01-22,119,5.8
0.764367,9000000,82391145,90,2008-05-29,241,5.9
0.7596729999999989,20000000,54586584,128,2008-11-26,325,7.1
0.749838,50000000,7033683,115,2008-04-24,167,6.0
0.748854,30000000,68369434,104,2008-07-24,312,5.4
0.743689,20000000,50907234,104,2008-11-27,197,6.7
0.721663,55000000,17869048,90,2008-10-07,358,6.1
0.720175,40000000,84601681,101,2008-05-02,240,5.8
0.715969,25000000,17741298,107,2008-04-24,107,5.8
0.714882,18000000,25739015,114,2008-09-04,508,6.8
0.709809,12000000,56309766,98,2008-02-01,171,5.6
0.7023020000000001,13000000,14894347,112,2008-08-08,37,6.3
0.6964060000000001,45000000,42487390,99,2008-08-21,231,5.0
0.68675,30000000,84646831,84,2008-01-24,182,4.0
0.68078,25000000,11207130,113,2008-03-28,37,6.1
0.6664140000000001,25000000,19844979,121,2008-05-14,187,6.3
0.66173,60000000,39031337,103,2008-12-25,205,4.6
0.651467,11500000,186702,108,2008-12-19,58,6.1
0.646243999999999,20000000,20211394,115,2008-09-26,154,6.2
0.6450640000000001,18000000,382174,98,2008-11-05,29,4.3
0.642656,60000000,163403799,91,2008-06-11,490,4.8
0.634961,30000000,22211426,105,2008-03-14,162,5.8
0.634256,12000000,7070330,103,2008-09-06,52,5.7
0.630893,2000000,11125849,90,2008-06-04,168,7.7
0.6204890000000001,65000000,415252786,145,2008-05-12,309,6.1
0.615524,15000000,8762890,102,2008-08-20,78,5.4
0.6067,60000000,50877145,100,2008-10-29,174,5.7
0.598695,35000000,25871834,85,2008-03-27,170,4.9
0.595488,11000000,38105395,114,2008-09-17,80,7.2
0.593722,15000000,1143856,90,2008-12-25,25,5.1
0.589940999999999,20000000,149281606,91,2008-10-03,118,5.1
0.579469999999999,35000000,75225693,119,2008-12-19,430,6.5
0.5769890000000001,5000000,16174377,102,2008-01-18,111,6.2
0.5319050000000001,8500000,8936663,98,2008-12-04,88,6.2
0.5273979999999989,30000000,31148328,130,2008-09-09,118,6.3
0.518011,6000000,69497,85,2008-09-05,13,5.0
0.517412,30000000,63833449,99,2008-04-23,130,5.8
0.5134380000000001,7000000,6230276,94,2008-08-28,16,4.8
0.5052909999999989,20000000,13204291,133,2008-07-25,30,6.0
0.49916499999999997,20000000,5530764,114,2008-09-09,110,6.8
0.498026,60000000,50650079,90,2008-07-08,205,5.1
0.481188,12000000,40855419,89,2008-10-10,165,5.3
0.480116,3500000,5231128,75,2008-02-26,66,6.3
0.45518000000000003,12000000,3148182,110,2008-11-19,76,6.5
0.45360200000000006,25000000,2000000,93,2008-09-26,111,5.5
0.451304,27000000,44352417,117,2008-08-06,127,6.0
0.45091099999999995,40000000,9793496,130,2008-10-10,39,7.1
0.43644099999999997,3500000,1115493,97,2008-02-08,35,6.0
0.436406,16000000,50007546,114,2008-09-12,60,4.6
0.432911,10000000,22896728,100,2008-02-07,32,5.1
0.42702299999999893,2000000,38135878,123,2008-06-06,28,6.7
0.421518,37000000,63800345,81,2008-07-17,60,5.1
0.417779,20000000,27640028,110,2008-09-19,147,5.8
0.389554,8376800,13000000,213,2008-02-15,48,7.8
0.382852,3000000,3830137,92,2008-09-26,54,6.1
0.37403400000000003,5000000,1296184,106,2008-04-28,41,5.5
0.371517,6000000,2899975,99,2008-07-03,40,6.3
0.36839099999999997,25000000,6673422,104,2008-10-17,68,5.1
0.345926,11500000,69564,93,2008-01-17,53,6.2
0.812489,25000000,14109284,87,2008-08-29,130,3.3
0.359217,45000000,9323833,160,2008-09-15,51,6.3
0.33511599999999997,20000000,36620508,101,2008-09-19,127,5.3
0.333395,19000000,23550000,130,2008-01-19,48,6.3
0.326352,15000000,3533227,98,2008-08-07,130,5.7
0.32288,8000000,2033165,111,2008-08-07,61,5.1
0.308655,21000000,17600000,120,2008-08-01,34,5.7
0.282905,25100000,29506464,131,2008-10-17,71,5.6
0.280555,500000,33456317,122,2008-09-26,54,7.5
0.278543,7000000,10569964,95,2008-04-11,34,5.5
0.768409,37000000,100076342,96,2008-04-03,183,5.5
0.259988,25000000,30000000,87,2008-09-19,89,5.4
0.659884,27000000,17286299,110,2008-10-02,106,6.0
0.239048,4000000,530048,103,2008-11-17,41,6.8
0.23477199999999998,6000000,391410,108,2008-10-27,18,4.7
0.224471,35000000,43650785,114,2008-02-08,31,6.1
0.21503000000000003,9100000,76000000,183,2008-12-25,53,6.9
0.352054,200000,3,42,2008-07-15,140,7.7
0.193779,2300000,11100000,155,2008-07-04,18,6.4
0.168979,5000000,4040588,110,2008-08-06,31,6.4
0.281186,6000000,1300000,138,2008-02-09,10,7.1
0.14765699999999898,4180000,11000000,153,2008-07-18,11,5.8
0.086287,2500000,107559,90,2008-12-10,18,5.8
0.127309999999999,15000000,317000,102,2008-12-17,30,6.6
0.10179500000000001,11000000,15500000,80,2008-08-15,11,4.2
0.021371,3500000,7700000,90,2008-04-18,12,4.5
7.959227999999991,140000000,370569774,124,2011-07-22,5025,6.5
5.903353,15000000,76175166,100,2011-01-10,2347,7.3
5.711315,125000000,1327817822,130,2011-07-07,3750,7.7
4.9551300000000005,380000000,1021683000,136,2011-05-11,3180,6.3
4.50453,93000000,482860185,105,2011-08-03,2578,6.9
4.12352,150000000,444115007,115,2011-04-21,4485,6.5
3.5961879999999997,40000000,173930596,109,2011-10-27,2068,6.6
3.355611,50000000,28931401,105,2011-02-24,378,5.3
3.1866790000000003,40000000,51070807,93,2011-01-13,678,6.3
2.9944740000000003,32000000,147332697,93,2011-03-30,1668,7.0
2.9527400000000004,145000000,694713380,133,2011-12-07,3036,6.7
2.924415,50000000,142851197,118,2011-07-29,1577,6.9
2.776061,90000000,232617430,158,2011-12-14,1679,7.1
2.754426,27000000,161849455,105,2011-03-08,2445,7.0
2.726573,150000000,665692281,91,2011-05-25,1207,6.6
2.690458,80000000,214918407,117,2011-02-10,1010,6.3
2.686643,35000000,117000000,98,2011-07-08,1417,6.4
2.6570139999999998,110000000,299268508,127,2011-09-28,1856,6.5
2.633754,35000000,150483765,109,2011-07-21,1366,6.5
2.6042490000000003,20000000,216197492,92,2011-05-16,953,5.4
2.579776,125000000,334615000,129,2011-11-22,2710,6.9
2.454226,200000000,559852396,106,2011-06-11,1277,5.8
2.4198049999999998,200000000,219851172,114,2011-06-16,1654,5.1
2.4115330000000004,80000000,254455986,102,2011-05-25,2601,6.1
2.2525049999999998,25000000,147780440,108,2011-01-12,859,6.1
2.2343,130000000,371940071,107,2011-10-25,1448,6.6
2.208685,32500000,288383523,125,2011-04-28,1145,6.5
2.164361,36000000,83160734,105,2011-02-25,423,5.4
2.0267169999999997,50000000,260095987,112,2011-06-08,1527,6.6
1.9728259999999997,82000000,89792502,110,2011-03-24,1007,5.9
1.934043,42000000,89162162,100,2011-03-11,533,5.5
1.888096,110000000,712171856,117,2011-03-15,1658,5.8
1.885979,6500000,17693675,100,2011-10-02,458,6.9
1.825552,55000000,187361754,94,2011-06-17,465,5.7
1.821261,32000000,54674226,139,2011-05-18,582,6.5
1.794214,50000000,144492830,109,2011-02-18,1016,6.0
1.710793,90000000,484635760,96,2011-04-03,1530,6.5
1.6444720000000002,15000000,133432856,100,2011-05-15,651,7.2
1.64314,80000000,169852759,102,2011-07-06,327,5.4
1.6402560000000002,163000000,174822325,119,2011-07-29,1363,5.4
1.592819,66000000,177584879,146,2011-12-25,611,6.9
1.531633,8000000,39187783,100,2011-09-30,773,6.8
1.499109,135000000,245724603,107,2011-03-02,1385,6.5
1.493933,52000000,75450437,112,2011-08-05,440,5.9
1.488615,170000000,185770160,126,2011-11-22,1257,6.8
1.482692,40000000,85412898,119,2011-03-17,582,6.9
1.4810159999999999,57000000,149217355,95,2011-12-10,752,4.7
1.4703629999999999,15000000,59389433,107,2011-03-02,591,6.9
1.46909,66000000,57777106,116,2011-09-23,440,6.0
1.465299,37000000,96047633,114,2011-01-28,320,5.7
1.425344,30000000,14460000,63,2011-04-13,174,6.8
1.407986,75000000,132274484,110,2011-08-31,589,5.5
1.388994,8000000,1749457,96,2011-02-02,108,6.2
1.3677270000000001,30000000,151119219,94,2011-05-11,1117,7.2
1.344998,60000000,78309131,87,2011-05-05,439,5.3
1.2851059999999999,12000000,22939027,94,2011-12-16,219,5.2
1.246852,25000000,23057115,140,2011-09-09,768,7.6
1.2465950000000001,35000000,82087155,106,2011-09-22,631,5.5
1.246283,30000000,130786397,113,2011-02-16,779,6.4
1.241191,50200000,127869379,106,2011-03-03,1097,6.4
1.240414,75000000,226904017,110,2011-11-10,596,5.6
1.22871,250000,3542353,90,2011-10-28,257,6.4
1.21550499999999,30000000,36160375,98,2011-06-30,218,5.6
1.21340499999999,40000000,97552050,104,2011-02-14,1143,6.4
1.205338,40000000,60965854,108,2011-07-27,554,6.5
1.19533,70000000,202466756,116,2011-03-08,1041,5.5
1.176723,47000000,157887643,92,2011-08-12,493,5.9
1.128994,30000000,2527904,129,2011-09-23,166,6.4
1.123666,79000000,149673788,91,2011-11-11,371,4.2
1.120851,20000000,30426096,106,2011-09-30,390,6.2
1.11981,40000000,88100000,95,2011-01-07,453,5.2
1.116674,6400000,35057696,99,2011-10-17,212,6.7
1.111078,50000000,120081841,124,2011-12-22,589,6.4
1.107689,30000000,64626786,89,2011-12-25,309,4.7
1.105855,25000000,124272124,146,2011-08-09,1056,7.6
1.102011,25000000,77278331,117,2011-12-11,955,6.3
1.081676,50000000,110206216,133,2011-09-22,899,6.9
1.079441,7000000,6038942,112,2011-09-28,345,7.3
1.074793,16000000,40492759,91,2011-02-04,133,5.5
1.071695,130000000,554987477,90,2011-10-28,48,6.9
1.0583420000000001,120000000,227817248,119,2011-01-12,854,5.4
1.055533,35000000,59901913,112,2011-05-05,180,6.0
1.0542559999999999,90000000,48795021,113,2011-08-17,382,5.2
1.0488950000000001,45000000,160078586,101,2011-09-15,689,6.0
1.045866,60000000,135458097,106,2011-09-08,852,6.1
1.038162,41000000,7448385,100,2011-10-14,152,5.4
1.029084,17000000,43165571,86,2011-01-21,507,6.0
1.024786,19000000,35387212,108,2011-11-04,186,6.0
1.013771,35000000,28128670,103,2011-10-12,479,6.0
1.013101,75000000,152930623,104,2011-11-02,588,5.8
1.011185,56000000,142044638,118,2011-12-08,479,5.6
1.004841,49900000,26121638,102,2011-04-08,289,5.1
0.9416040000000001,5000000,25562924,86,2011-07-20,205,4.9
0.9348799999999999,17000000,24922237,106,2011-08-18,328,6.1
0.9309200000000001,130000000,150406466,100,2011-11-17,232,5.8
0.929466,40000000,97138686,111,2011-04-11,499,6.0
0.9216530000000001,150000000,38992758,88,2011-03-09,129,5.5
0.9197299999999999,14350531,3964682,88,2011-05-12,427,6.4
0.917718,21000000,72417394,99,2011-03-25,127,6.4
0.9079520000000001,40000000,55247881,129,2011-12-24,463,7.0
0.904531,75000000,342695435,87,2011-12-14,308,5.5
0.9033120000000001,21000000,970816,91,2011-02-11,144,6.0
0.897265,25000000,10324441,110,2011-09-16,75,5.3
0.8958290000000001,10000000,136836156,124,2011-11-28,310,6.8
0.8790030000000001,110000000,563749323,103,2011-07-29,797,5.5
0.8638040000000001,30000000,63782078,111,2011-04-07,804,6.5
0.852907,12468389,29007412,97,2011-10-14,87,5.7
0.8461879999999989,5000000,3142154,87,2011-08-19,153,6.1
0.846125,3500000,19504039,107,2011-09-28,313,6.6
0.827785,36000000,189712432,84,2011-01-13,335,5.7
0.815155,15774948,741875,97,2011-05-20,309,6.0
0.8083359999999989,20000000,177243185,115,2011-09-09,590,6.6
0.8067350000000001,63000000,183953723,95,2011-03-30,228,5.4
0.806361,45000000,24000000,120,2011-10-13,234,5.5
0.802769,6000000,19560274,96,2011-07-07,194,6.6
0.80048,10000000,17273593,90,2011-08-26,199,5.7
0.786615,10000000,610986,101,2011-05-06,44,5.7
0.785489,24000000,63543328,113,2011-10-06,266,6.5
0.7803180000000001,36000000,9612469,91,2011-10-14,179,5.3
0.779648,25000000,27603069,80,2011-09-16,382,6.9
0.779536,100000,1776935,92,2011-07-22,299,6.8
0.771868,12500000,75993061,101,2011-09-24,591,6.4
0.7605029999999989,195000000,1123746996,154,2011-06-28,2456,6.1
0.760193,5000000,205703818,83,2011-10-19,406,6.0
0.747362,70000000,67112664,111,2011-01-13,204,5.2
0.734516,19000000,6928068,97,2011-03-04,120,6.3
0.70252,4000000,25345000,99,2011-04-09,77,6.1
0.699052,45000000,165184237,103,2011-11-22,328,6.4
0.688697,27000000,85564310,89,2011-08-18,125,4.5
0.687144,9500000,120000,104,2011-04-01,164,6.5
0.666454,17000000,12355798,105,2011-09-02,171,5.9
0.661177999999999,40000000,45735397,110,2011-04-08,180,5.3
0.658095,25000000,27122040,114,2011-02-08,252,5.9
0.656612,25000000,34942188,81,2011-12-09,213,5.4
0.644722999999999,2000000,42070,124,2011-02-02,56,7.5
0.626306,15000000,868439,119,2011-09-01,43,5.8
0.604152,750000,78396,102,2011-12-01,104,5.2
0.601594,8000000,163265,91,2011-09-16,93,6.3
0.597001,7700000,1072602,123,2011-02-14,76,5.7
0.588821,35000000,84606030,137,2011-11-09,428,5.8
0.587044999999999,30000000,108609310,108,2011-02-03,193,5.7
0.58425,24000000,30551495,89,2011-09-16,94,5.2
0.580693999999999,15000000,27462041,99,2011-09-30,308,5.9
0.578282,18000000,47088990,106,2011-04-08,225,6.9
0.570978,28000000,40547440,83,2011-08-11,337,5.5
0.570634,4798235,209696,107,2011-08-17,243,6.2
0.566856,30000000,13521829,86,2011-04-29,86,4.9
0.539108,20000000,17479,113,2011-04-14,29,5.9
0.530139,38000000,114156230,120,2011-03-15,558,6.7
0.528255,50000000,38502340,92,2011-09-30,235,5.9
0.524684,10000000,1759252,98,2011-06-24,27,6.6
0.5204300000000001,1,1378,90,2011-06-03,55,5.3
0.512775,12000000,972512,108,2011-12-10,63,5.2
0.509532,5000000,3099314,120,2011-11-25,248,6.9
0.506031,8000000,10130000,104,2011-04-29,78,5.8
0.49518,4317946,14624826,106,2011-02-24,48,7.2
0.48794499999999996,1000000,34522221,129,2011-09-30,51,6.7
0.484734,40000000,5446000,130,2011-12-21,55,5.6
0.482368,10000000,3665069,102,2011-09-10,196,6.3
0.475663,32000000,83615414,107,2011-02-16,223,5.4
0.46351000000000003,93,2500000,107,2011-01-28,47,5.2
0.45555500000000004,37000000,95404397,113,2011-09-23,103,6.6
0.44615,29000000,33662874,131,2011-01-20,59,6.4
0.436803,125000000,626137675,130,2011-04-20,1591,7.1
0.43450600000000006,2500000,3358,98,2011-11-14,28,5.9
0.43132,10000000,303877,127,2011-12-23,31,6.6
0.42982600000000004,4000000,355688,119,2011-11-18,19,6.1
0.423412,6600000,37710610,112,2011-05-06,37,6.3
0.41920100000000005,2000000,13101672,85,2011-01-21,63,5.2
0.41462899999999997,8000000,100915,129,2011-09-05,36,5.6
0.5245270000000001,125000,3200000,90,2011-09-11,96,6.3
0.410616,20000000,17425000,109,2011-07-01,359,5.9
0.410207,10831173,10654385,106,2011-03-18,87,6.8
0.395082,14000000,46495,149,2011-09-30,35,5.9
0.38117399999999996,17000000,3696232,98,2011-10-27,133,5.9
0.372627,930000,30905,100,2011-06-18,47,5.2
0.37054000000000004,13000000,114956699,105,2011-12-30,333,6.2
0.548602,4000000,1104682,88,2011-08-19,137,5.8
0.363036,19100000,5728213,109,2011-02-11,126,6.3
0.352084,4000000,253899,105,2011-03-18,31,7.3
0.339565,28000000,10126458,91,2011-09-02,74,5.1
0.567753,3000000,672648,86,2011-05-06,84,5.8
0.33427399999999996,25000000,53213633,106,2011-04-22,45,6.9
0.318142,15000000,4627375,97,2011-04-14,37,4.8
0.307661,25000000,11790979,118,2011-10-01,127,6.3
0.283696,8000000,5634828,113,2011-12-21,68,6.1
0.263908,134005,1332231,104,2011-07-15,12,4.4
0.24480300000000002,6000000,5206,93,2011-01-01,28,4.8
0.243777,8000,469947,96,2011-09-22,96,7.4
0.198863,500000,171760,95,2011-09-02,88,5.9
0.226575,13000000,98441954,105,2011-02-11,90,5.3
0.19528299999999998,17000,101236,106,2011-04-16,24,6.7
0.193681,10000000,4417580,83,2011-09-13,138,5.9
0.189663,3000000,22000,112,2011-03-13,86,5.6
0.181427,45202,225861,95,2011-01-27,58,7.3
0.16451500000000002,160000000,344420111,132,2011-05-24,3651,7.0
0.331313,250000,1000000,62,2011-12-10,47,7.9
0.135239,9000000,18663238,84,2011-08-11,54,6.3
0.098896,20,15,83,2011-04-18,18,5.9
8.095275,79000000,926287400,179,2002-12-18,5114,7.8
6.0125839999999995,100000000,876688482,161,2002-11-13,3458,7.2
4.4675129999999905,59000000,383257136,81,2002-03-10,2270,6.9
3.628943,60000000,214034224,119,2002-06-14,2601,7.1
3.3266459999999998,33000000,102441078,100,2002-03-15,1265,6.3
3.241129,139000000,821708551,121,2002-05-01,3170,6.6
3.128314,120000000,649398328,142,2002-05-15,2549,6.4
2.973115,52000000,352114312,141,2002-12-25,2277,7.6
2.388226,140000000,441818803,88,2002-07-03,1950,5.9
2.364204,35000000,120072577,150,2002-09-24,938,7.9
2.103595,102000000,358372926,145,2002-06-20,1595,6.9
2.095296,80000000,145771527,85,2002-06-21,681,6.9
1.955546,21000000,43928932,92,2002-10-02,1119,6.5
1.9367279999999998,70000000,277448382,124,2002-08-09,849,5.7
1.9364919999999999,140000000,109578115,95,2002-11-26,545,7.0
1.846196,140000000,431971116,133,2002-11-17,692,5.8
1.8394080000000002,5000000,82719885,113,2002-10-31,1015,6.9
1.8098830000000001,55000000,154906693,105,2002-12-12,281,5.7
1.778527,54000000,155010032,117,2002-03-22,961,6.1
1.75153,100000000,193772504,167,2002-12-14,1068,6.9
1.694723,48000000,196397415,112,2002-03-29,670,6.4
1.594587,120000000,169956806,78,2002-07-19,366,5.4
1.5685280000000001,5000000,38275483,92,2002-03-29,684,5.9
1.558805,41000000,215000000,110,2002-11-08,944,6.7
1.525009,50000000,171269535,96,2002-06-28,379,5.7
1.496493,3500159,76578641,112,2002-04-11,309,6.0
1.486895,60000000,93354918,101,2002-12-19,263,5.8
1.381699,72000000,408247917,106,2002-08-02,905,6.3
1.359987,48000000,249348933,115,2002-10-18,810,6.4
1.297822,11000000,41227069,101,2002-01-25,582,7.3
1.271588,5000000,368744044,95,2002-02-22,395,6.1
1.263507,27000000,129000000,101,2002-04-26,361,6.4
1.216798,85000000,78382433,108,2002-02-06,242,5.5
1.20464,13000000,97837138,81,2002-09-09,529,6.5
1.204615,60000000,67312826,117,2002-12-12,291,6.1
1.191235,20000000,5359645,107,2002-12-06,927,6.9
1.182695,8000000,16856124,93,2002-01-12,98,5.8
1.1768100000000001,25000000,108846072,114,2002-12-27,216,6.7
1.165599,80000000,181001478,117,2002-07-12,614,7.1
1.15929,63000000,296633907,94,2002-07-26,557,5.9
1.118663,65000000,172855065,104,2002-10-31,174,5.4
1.11148799999999,46000000,113714830,118,2002-05-24,564,6.6
1.090465,35000000,68349884,91,2002-10-25,265,5.2
1.06440499999999,84000000,275650703,88,2002-06-14,401,5.3
1.04058799999999,80000000,122563539,83,2002-05-24,402,7.1
1.039674,55000000,6416302,96,2002-01-04,60,5.8
1.025158,60000000,165333180,92,2002-04-16,420,5.2
1.011362,70000000,33561137,97,2002-10-31,133,5.2
1.0057719999999999,4000000,35564473,120,2002-10-09,235,7.2
1.005627,15000000,13060843,135,2002-12-16,309,6.9
0.9858,1300000,447741,97,2002-08-31,61,5.4
0.958182,68,193,124,2002-05-31,256,5.7
0.936666,75000000,114660784,138,2002-03-01,332,6.5
0.9254950000000001,5000000,64282312,87,2002-10-21,197,6.2
0.9153700000000001,12000000,56298474,123,2002-08-29,201,7.3
0.90146,50000000,56714147,120,2002-04-19,141,6.1
0.898884,19000000,32801173,114,2002-12-06,319,7.2
0.8950229999999989,30000000,180622424,108,2002-09-26,224,6.0
0.880807,12000000,75781642,102,2002-04-01,75,6.2
0.8757,15000000,9237470,118,2002-12-14,33,6.7
0.875246999999999,80000000,123729176,96,2002-03-04,341,5.6
0.8725719999999989,20000000,12398628,96,2002-08-23,60,6.3
0.821206,43000000,68696770,84,2002-04-12,164,5.4
0.784565,115000000,77628265,134,2002-06-14,207,5.9
